extension,時間延長,名詞,The extension of the summer vacation delighted the children.,夏休みが延びたので子供達は喜んだ。
extensive,広い,形容詞,The flood did the village extensive damage.,洪水が村に大きな被害を与えた。
extent,範囲；広がり,名詞,We often fail to realize the extent to which we depend on others.,我々はしばしば、どの程度まで他人に依存しているか、気づかないことがある。
external,外部の,形容詞,Save it on the external hard drive.,外付けのハードディスクに保存しといて。
extract,引き出す；抽出する,名詞,Oil is extracted from olives.,オリーブの実から油が取れます。
extraordinary,異常な,形容詞,The clumsy man envied her extraordinary talent.,その不器用な男は彼女の非凡な才能を羨んだ。
facility,施設,名詞,Meg has a facility for languages.,メグは語学の才能がある。
factor,要因,名詞,What factor contributed to the reaction?,どんな要素がその反応に貢献したのか。
factory,工場,名詞,Our factory needs a lot of machinery.,我々の工場にはたくさんの機械が必要だ。
fade,しぼむ；色あせる,動詞,Flowers soon fade when they have been cut.,花は切られるとすぐにしぼむ。
failure,失敗；落第；不足,名詞,Don't set your failure down to bad luck.,君は失敗を不運のせいにしてはいけない。
false,うその,限定詞,He gave the police a false name and address.,彼は警察に嘘の名前と住所を知らせた。
federal,連邦,形容詞,Please send this by Federal Express.,これをフェデラル・エクスプレスで送ってください。
fee,料金,名詞,Of course， neither goods nor mailing fee returned.,もちろん品も、そして郵送料すらも返ってこなかった。
festival,祭り,名詞,They helped one another to make the school festival a success.,学園祭を成功させるために彼らは互いに助け合った。
fiction,架空；フィクション,名詞,The fiction reduced girls to tears.,その小説を読んで少女達は涙を流した。
filter,ろ過器；フィルター，ろ過する；フィルターにかける,名詞,This store uses a water filter.,当店の水は浄水器を使用しています。
flexible,柔軟な,形容詞,You must be flexible in your thinking.,考え方は柔軟でなければならない。
focus,焦点,名詞,The environment was the focus of student council activities.,環境問題が私たちの学生評議会活動の中心だった。
forecast,予報,名詞,Unexpectedly the weather forecast came true yesterday.,意外にも、昨日は天気予報があたった。
formal,正装の,形容詞,I utterly despise formal writing!,堅い書き物は大嫌いだ。
format,体裁；形式,名詞,You mustn't format this floppy disk.,このフロッピーをフォーマットしてはいけません。
formation,形成,名詞,You should not format this diskette.,このフロッピーをフォーマットしてはいけません。
former,前の，前者,限定詞,Kyoto was the former capital of Japan.,京都は以前日本の首都でした。
formula,数式,名詞,First of all， learn the formula by heart.,まずは公式を暗記しなさい。
foundation,土台,名詞,Students have a holiday on Foundation Day.,学生は創立記念日で休みだ。
fragment,破片,名詞,The vase burst into fragments.,花瓶は粉々に砕けた。
framework,構成；構想,名詞,The framework of the new building is progressively appearing.,新しい建物の骨組みが徐々に姿を見せてきている。
frequency,頻度,名詞,The recent frequency of earthquakes makes us nervous.,近頃は地震が頻繁で不気味だ。
frequent,頻繁な,形容詞,The teacher was worried by Tom's frequent absence from class.,教師はトムのたび重なる欠席を心配した。
frequently,頻繁に,副詞,In music or speaking， a pause is frequently used for dramatic effect.,音楽でも演説でも、間合いはすばらしい効果をあげるものとしてしばしば利用される。
fuel,燃料,名詞,Don't shout at the crying child. It only adds fuel to the fire.,泣いている子を怒鳴るな。火に油だから。
fulfill,満たす；果たす,動詞,Try to fulfill your duty.,義務を果たすように努力しなさい。
function,機能,名詞,Some English adverbs function as adjectives.,英語の副詞の中には形容詞の役目をするものがある。
functional,機能的な,形容詞,Is this engine functional?,このエンジンは動くのですか。
fundamental,基本的な,形容詞,There is a fundamental difference between your opinion and mine.,君と私の意見には基本的な違いがある。
furthermore,さらに（最も改まった場面で）,副詞,They rob， and furthermore cheat each other.,彼らは互いに盗み合いをする、だまし合うくらいは、なおさらのことだ。
gallery,画廊,名詞,The New York Times reviews her gallery all the time.,ニューヨークタイムズは彼女のギャラリーにいつも取材にくるんだから。
gap,すきま；相違,名詞,The cat went through a gap in the fence.,ネコはへいの割れ目を通り抜けた。
gaze,凝視,名詞,Her cool gaze made my heart skip a beat.,彼女のクールな視線に、俺はドキッとした。
gender,性別,名詞,She wrote on gender bias in science.,彼女は科学における性的偏見について書いた。
gene,遺伝子,名詞,A great many people were opposed to gene therapy in terms of ethics.,たくさんの人々が倫理の面から遺伝子治療に反対した。
generate,生み出す,動詞,Nuclear power is used to generate electricity.,原子力が発電に使われている。
genetic,遺伝の,形容詞,There seems to be some genetic problem with this animal.,この動物には何か遺伝的な問題があるようだ。
genuine,本物の,形容詞,For years the picture passed as a genuine Rembrandt.,何年もの間その絵は本物のレンブラントとして通用していた。
gesture,身振り；ジェスチャー,名詞,The gesture fetched a laugh from the audience.,そのしぐさで観客は笑い出した。
global,世界的な,形容詞,We must look at the problem from a global point of view.,我々はその問題を世界的視野で見なければならない。
gradually,徐々に,副詞,The balloon descended gradually as the air came out.,空気が抜けるにつれて風船は徐々に降りてきた。
graduate,卒業する，卒業生，大学院の,形容詞,When did you graduate from Oxford?,オックスフォードをいつ卒業したか。
grain,粒；穀物,名詞,Rye was called the grain of poverty.,ライ麦は貧困の穀物と称されていた。
grateful,感謝している,形容詞,I am very grateful to you for your help.,私はあなたが手伝ってくれたことを感謝しています。
greet,挨拶する；出迎える,動詞,When the visitor entered the room， we stood to greet him.,客が入室してきた時、私達は立ちあがってあいさつをした。
guideline,指針,名詞,Please follow the guidelines.,ガイドラインに従ってください。
guitar,ギター,名詞,You play the guitar quite like a professional， don't you?,君にギターは本調子だね。
harbor,港,名詞,The harbor is closed to navigation.,その港は船の航行が止められている。
hence,それ故,副詞,Hence， I shall have to stay here.,それゆえここにとどまらざるを得ないだろう。
highlight,見所；ハイライト，強調する,名詞,Read the highlighted line out loud.,マーカー部分を声に出して読みなさい。
hint,ほのめかす，ヒント,動詞,There was a hint of fall in the air.,秋の気配が感じられた。
host,主人，開催する,名詞,My host family often advises me.,ホストファミリーはよく助言してくれます。
household,家庭 ; 世帯,名詞,More and more married couples share household chores.,家事を分担する夫婦がますますふえています。
humor,ユーモア,名詞,Your sense of humor is beginning to exert itself.,君のユーモアのセンスが働き始めている。
hypothesis,仮説,名詞 ,The hypothesis is based on the thorough experiments.,その仮説は徹底的な実験に基づいている。
immigrant,移民,名詞,Immigrants streamed into the land.,移民は流れを成してその国に入った。
implement,実行する,名詞,These implements are in common use.,これらの道具は一般に用いられている。
implementation,履行；実施,名詞,These implements are in common use.,これらの道具は一般に用いられている。
implication,含意,名詞,What was the implication of his remark?,彼の発言は含みとして何を言いたかったのですか。
imply,暗に意味する,動詞,Are you implying something?,何か意味があるのですか。
import,輸入する，輸入,動詞,Proponents of increased import duties are at odds with each other.,関税引き上げの提案国はお互いに反目しています。
importance,重要性,名詞,Despite the importance of sleep， its purpose is a mystery.,睡眠は重要であるにもかかわらず、その役割は謎である。
impose,課す；強いる,動詞,The U. N. moved to impose sanctions.,国連は制裁を加えるために動き出しました。
impression,印象,名詞,Mr. Satoyama's work made a big impression in the world of haiku.,サトヤマ先生の作品が俳壇に強烈なパンチを与えた。
incentive,刺激；動因,名詞,We lack an incentive for pursuing the eastern market.,我々は東部市場を開拓しようと言う気持ちが欠けている。
incident,事件,名詞,This was third school shooting incident in six months.,学校での銃乱射事件はこの半年で３回目だ。
incorporate,合併する；組み込む；法人組織化する,動詞,Her business was incorporated.,彼女の事業は会社の組織になった。
independence,独立,名詞,The colony declared independence and became a republic.,その植民地は独立を宣言し、共和国となった。
independent,独立した,形容詞,Certainly he is independent of him.,確かに彼は両親から独立している。
index,索引；目録；指針,名詞,The stock price index was off 200 points yesterday.,株価指数は昨日２００ポイント下げた。
infant,幼児,名詞,The infant has been exposed to radioactive rays.,その幼児は放射線にさらされていた。
infection,感染症,名詞,I had a bladder infection last month.,先月膀胱炎にかかりました。
inflation,インフレーション ；膨張,名詞,The inflation issue split the party.,インフレ問題が党を分裂させた。
initial,最初の，頭文字,形容詞,The initial symptoms of the disease are fever and sore throat.,その病気の初期症状は高熱とのどの痛みです。
initially,初めは,副詞,How did you meet Tom initially?,トムとはどうやって知り合ったの？
initiative,構想；戦略,名詞,The city took the initiative in the pollution suit.,市当局は公害訴訟で主導権をとった。
innovation,革新,名詞,A company that stifles innovation can't hope to grow very much.,出る杭が打たれる会社じゃ、大きな成長は望めないね。
input,入力；インプット,動詞,Please input your PIN number.,暗証番号を押してください。
inquiry,問い合わせ；質問；調査,名詞,We have just received an inquiry from Kansas concerning your brother.,ご兄弟のことはカンザス州から問い合わせを受けたばかりです。
insight,洞察,名詞,This poem calls for great insight from the reader.,この詩は読者の大いなる洞察を必要としている。
inspire,刺激を与える；触発する,動詞,Asian religions inspire him to create splendid sculptures.,アジアの宗教から閃きを得て、彼は複数の素晴らしい彫刻を生み出した。
install,導入する；設置する；インストールする,動詞,The man tried to install his own antenna.,その男はアンテナを取り付けようとした。
institution,機関; 施設,名詞,The institution must be protected.,その習慣は守らなくてはならない。
institutional,制度の,形容詞,The institution must be protected.,その習慣は守らなくてはならない。
integrate,統合する,動詞,school is an integrated junior high and high school.,その学校は、中・高一貫校だ
intellectual,知的な,名詞,Chess is a highly intellectual game.,チェスはとても知的なゲームです。
intelligence,知能,名詞,This boy's intelligence is above average.,この子の知能は平均以上だ。
interaction,相互作用；交流,名詞,Then interaction with others becomes important.,そこで他人との相互作用が大切になる。
interior,内部；室内；インテリア,形容詞,The interior of the house was very attractive.,その家の内部はとても魅力的だった。
internal,内部の,形容詞,The stomach is one of the internal organs.,胃は内臓の一つである。
international,国際的な,形容詞,Our club is affiliated with an international organization.,我々のクラブは国際的な組織に加入した。
interpret,通訳する,動詞,How do you interpret these sentences?,この文章をどう解釈しますか。
interpretation,解釈,名詞,The interpretation of this data， however， is very much in dispute.,しかしながら、これらのデータの解釈は大いに議論の対象となっている。
intervention,介入；仲裁,名詞,The teacher's intervention stopped the children's teasing.,先生の仲裁によって子どもたちのいじめはなくなった。
invent,発明する,動詞,If God did not exist， it would be necessary to invent him.,もしも神が存在しないのならば、神を造り出す必要があろう。
invest,投資する,動詞,Our advice is that the company invest in new equipment.,会社は新しい設備に投資すべきだというのが私たちの助言です。
investment,投資,名詞,Education is an investment in the future.,教育は未来への投資である。
investor,投資家,名詞,The big investor bought up the stocks.,大投資かは株を買い占めた。
isolate,隔離する；孤立させる,動詞,I felt isolated.,私は孤独を感じた。
jail,刑務所,名詞,The judge sentenced him to a jail term of five years.,裁判官は彼に五年の懲役刑を宣告した。
joint,継ぎ目,名詞,They came to terms with each other on how to start a joint venture.,共同事業の始め方について彼らは互いに話し合いがついた。
journal,新聞；雑誌；定期刊行物,名詞,This technical journal is above me.,この専門紙は私には理解できない。
journalist,ジャーナリスト,名詞,The journalist was too upset to distinguish vice from virtue.,記者はひどく狼狽していたので善悪の区別ができなかった。
jury,陪審；審査員,名詞,The jury were asked to allow for the age of the accused.,陪審員たちは被告の年齢を考慮するよう求められた。
justify,正当化する,動詞,Can you justify the use of violence?,君は暴力行使を正当化することができますか。
label,ラベル，ラベルをつける；名前をつける,名詞,Attach this label to your package.,荷物にこの荷札を付けてください。
landscape,風景,名詞,Survey the landscape below.,眼下の景色を見る。
latter,後の，後者,限定詞,The latter half of the drama was a little dull.,その芝居の後半は少し退屈だった。
laughter,笑い,名詞,The boy was not humiliated by the laughter of his classmates.,その子は級友たちに笑われても動じなかった。
launch,始める；発射する,動詞,The general decided to launch an offensive against the enemy camp.,大将は敵陣に攻撃をかける決断を下した。
layer,層,名詞,We should do more to protect the ozone layer from further damage.,オゾン層をこれ以上の破壊から守るために私たちはもっと多くのことをすべきだ。
leather,革；革製品,名詞,Good leather will wear for years.,良い革は何年ももつ。
lecture,講演する，講演,名詞,The professor gave a lecture on the Middle East.,教授は中東問題について講義をした。
legislation,法律制定,名詞,Existing legislation does not take diversity of races into account.,現行の法律は人種の多様性を考慮していない。
liability,責任；負債,名詞,liablity claim,賠償請求
liberal,自由主義の,形容詞,Mr. White is a liberal politician.,ホワイト氏は進歩的な政治家だ。
link,つなぐ；連結する，輪,動詞,Is there a link between smoking and lung cancer?,喫煙と肺ガンには関連があるのでしょうか？
liquid,液体,名詞,The hair-dressing liquid gave off a strong smell.,その整髪料は強いにおいを発した。
literally,文字通り,副詞,The poor dog was literally torn apart by the lion.,かわいそうにその犬は文字通りライオンに引き裂かれてしまった。
literary,文学の,形容詞,A criticism of literary works this year is in the paper.,新聞に今年の文学作品に対する論評が載っている。
literature,文学；文献,名詞,I am not as interested in literature as you.,私は君ほど文学に興味はない。
logic,論理,名詞,Above all， logic requires precise definitions.,とりわけ、論理学には正確な定義が要求される。
luxury,豪華さ；贅沢品,名詞,Taking a taxi is a luxury for me.,タクシーに乗るのは私には贅沢だ。
majority,大多数,名詞,The bill passed by a small majority of 10 votes.,議案は１０票の小差で通過した。
manufacture,製造，製造する,動詞,You'll have to manufacture some kind of excuse.,君はなんらかの口実をつくらなければならない。
manufacturer,製造業者；メーカー,名詞,The manufacturer of the medicine is a Japanese company.,その薬を作っているのは日本の企業である。
margin,余白；縁；限界；利益,名詞,We left a margin for error in our estimates.,我々は誤差を見込んで余裕をとっておいた。
mature,成熟した,形容詞,After mature reflection， I've decided to accept their offer.,よく考えた後で彼らの申し出に応じることにした。
mayor,市長,名詞,The mayor is sensitive to the way his programs have been criticized.,その市長は自分の計画がどう批判されるかに敏感である。
meanwhile,その間に；一方では,副詞,Meanwhile， night had fallen.,そうこうしているうちに、夜になってしまった。
mechanism,機構；メカニズム,名詞,Its mechanism will cease to work.,その機能は働かなくなるだろう。
medium,中間；媒体；手段；マスコミ機関,名詞,The air is a medium for sound.,空気は音の媒体だ。
menu,メニュー,名詞,Can I have the menu again， please?,もう一度メニューを見せていただけますか。
mere,単なる,形容詞,You are no longer a mere child.,君はもはや子供なんかではない。
merely,単に,副詞,Instead she merely looked surprised and - could it be - amused.,ところが彼女はただ驚いたような顔を見せただけで、むしろ面白がっている風であった。
method,方法,名詞,Your method of teaching English is absurd.,君の英語の教え方はばかげている。
minimum,最小限,名詞,The job will take a minimum of ten days.,その仕事は最小限１０日はかかるだろう。
mixture,混合,名詞,Every opinion is a mixture of truth and mistakes.,どんな意見も真実と誤りの混合だ。
mobile,動き回れる，動きやすい,形容詞,This type of mobile phone sells well.,この型の携帯電話はよく売れています。
mode,状態；方法,名詞,The author's mode of expression is very concise.,その作家の表現方法はとても簡潔だ。
moderate,適度の,形容詞,Don't go to extremes. To be moderate is important in anything.,極端に走ってはいけない。適度であることは何事においても大切である。
modify,変更する,動詞,You'll have to modify the height of the table to make it fit.,合うようにテーブルの高さを修正しなければならない。
module,モジュール,名詞,With this module you can make the Enter key generate an event.,このモジュールを使用すると、エンターキーでイベントを生成することができます。
monitor,モニター,名詞,A satellite was launched into orbit to monitor melting glaciers.,溶け続ける氷河を監視するために、人工衛星が軌道に打ち上げられた。
moral,道徳；モラル,形容詞,We will give them moral support.,我々は彼らに精神的な支援を与えよう。
moreover,さらに（改まった場面で）,副詞,It was cold that day， and moreover it began to rain.,その日は寒く、おまけに雨まで降ってきた。
mortgage,抵当；住宅ローン,名詞,The bank holds a mortgage on his building.,銀行は彼のビルを抵当に取っている。
motion,動き,名詞,Tom made a motion that the class should have a party.,トムはクラスが会をするべきだとの動議を出した。
motivate,やる気にさせる,動詞,The teachers are trying to motivate their students.,教師達は生徒にやる気を起こさせるように努力している。
motivation,動機；モチベーション,名詞,Can you give motivation to people using the carrot and the stick?,「アメとムチ」で人をやる気にさせることができるのか？
multiple,複数の,形容詞,There was a multiple collision on the highway.,高速道路では多数の衝突があった。
museum,博物館,名詞,I would often visit the museum when I lived in Kyoto.,京都に住んでいる頃、よくその美術館に行った。
mutual,互いの; 交互の,形容詞,Discussion is based upon mutual respect.,議論は相互の尊敬の念に基づいている。
narrative,物語,名詞,That is not what the narrative is about.,それはその物語の述べるところではない。
negative,否定の；後ろ向きの，否定；拒否,形容詞,Some people argue that technology has negative effects.,科学技術にはマイナスの影響があると主張する者もいる。
neglect,無視する；怠る,動詞,You must account for your neglect of duty.,君は職務怠慢の申し開きをしなければならない。
negotiate,交渉する,動詞,We delegated him to negotiate with them.,我々は彼を彼らと交渉する代表にたてた。
negotiation,交渉,名詞,Far from being a failure， our negotiation was a great success.,我々の交渉は失敗どころか、大成功だった。
net,網；ネット,名詞,I cast my net into the sea.,海に縄を投げ入れた。
network,ネットワーク；網,名詞,A network of railroads soon spread over the entire country.,まもなく鉄道網が全国に広がった。
nevertheless,それにもかかわらず,副詞,It's just five in the morning， but nevertheless it is light out.,朝の４時４５分だというのに明るい。
notion,概念（個人的な）,名詞,I had no notion that you were coming.,君がくるとは思わなかった。
novel,小説,名詞,A novel idea occurred to me.,奇抜な考えがふと心に浮かんだ。
nuclear,核の；原子力の,形容詞,Nuclear power plants are dangerous， not to mention nuclear weapons.,核兵器は言うまでもなく、原子力発電所も危険である。
numerous,多くの,形容詞,We have made numerous improvements to our house since we bought it.,家を購入してからいろいろ手直しをしてきた。
objective,目標（ビジネス）,名詞,From an objective viewpoint， his argument was far from rational.,客観的に見て、彼の主張は全く理にかなっていなかった。
obligation,義務,名詞,You have no obligation to help us.,あなたは我々を援助する必要はない。
occupy,占める,動詞,Smokers are asked to occupy the rear seats.,たばこをお吸いの方は後部座席にお坐り下さい。
ocean,海,名詞,My eyes are an ocean in which my dreams are reflected.,私の目は夢を反映する海である。
offense,犯罪；攻撃,名詞,No offense was meant.,悪気はなかったのです。
opera,オペラ ,名詞,This is an opera in five acts.,この歌劇は５幕ものです。
opponent,対戦相手；反対者,名詞,Mickey Conners made mincemeat of his opponent in the ring.,ミッキー・コナーズは相手をいとも簡単に料理したわね。
organic,有機体の；オーガニック,形容詞,She majors in organic chemistry.,彼女は有機化学を専攻している。
origin,起源,名詞,The origin of the fire is unknown.,火元は明らかでない。
outcome,（最終的に生じた）結果,名詞,The candidate was disappointed at the outcome of the election.,その立候補者は選挙の結果に落胆した。
outline,概要，概要を述べる,動詞,First， I'm going to do an outline of my new website.,まず新しいサイトの概説をしようと思う。
output,生産；出力,名詞,The output of this factory has increased by 20%.,この工場の生産高は２０％増加している。
overall,全部の；総合的な，全体として,形容詞,The overall output was tons.,全生産高はＸトンであった。
overcome,克服する,動詞,You have to overcome the difficulties.,君はその困難を克服しなければならない。
overseas,海外；海外の,副詞,Many young Japanese travel overseas these days.,近頃は海外旅行を経験する若い日本人が増えた。
pace,ペース；一歩；速度,名詞,We have not kept pace with the latest research.,我々は最近の研究に遅れをとっている。
pale,青白い；淡い,形容詞,You look pale today.,君今日は顔色が悪いよ。
panel,パネル；委員会,名詞,We understand that the Woody Panel retails for $80.,Ｗｏｏｄｙ　Ｐａｎｅｌの市価が８０＄だということは知っています。
paragraph,段落,名詞,The paragraph emphasises the message.,そのパラグラフは内容を重視しています。
parallel,平行な，平行線,形容詞,The road is parallel to the river.,その道路は川と並行している。
participant,参加者,名詞,He was a neutral participant at the discussion.,彼は話し合いでは中立の立場をとった。
participate,参加する,動詞,Please give us a call now if you want to participate in the workshop!,この講習会に参加をご希望のかたは、今すぐお電話ください。
participation,参加,名詞,The company is open for equity participation by anybody.,その会社には誰でも資本参加できる。
passage,通路；通過 ,名詞,We found a secret passage into the building.,我々はその建物への秘密の通路を発見した。
passenger,乗客,名詞,A passenger fainted， but the stewardess brought him round.,一人の乗客が気を失ったが、スチュワーデスが彼を正気づかせた。
passion,情熱,名詞,You really have a passion for food.,君は食べ物に目がないね。
peak,頂点に達する,名詞,The peak rises above the clouds.,山頂が雲の上にそびえている。
peer,対等者；同級生；貴族,名詞,He was created a peer.,貴族に列せられた。
penalty,罰,名詞,The penalty for spitting is five pounds.,つばをはいた罰金は５ポンドです。
perceive,知覚する；気づく,動詞,I perceive by your face that you have good news.,あなたの表情から良い知らせがあるとすぐ分かります。
perception,知覚；認知,名詞,I'm afraid my depth perception is very poor.,遠近感がとぼしいのです。
permanent,永続的な,形容詞,Please give me your permanent address.,君の連絡先住所を教えてください。
permission,許可,名詞,You need your parents' permission if you are going to apply for that.,もしそれに申し込むなら親の許可がいる。
permit,許可する,動詞,The landlord won't permit him to paint the door red.,家主は彼がドアを赤く塗ることを許してくれない。
personality,個性；性格,名詞,Mary has as attractive a personality as her sister.,メアリーは、姉さんと同じように魅力的な人柄の持ち主である。
personnel,人事部；人員,名詞,I will not be dictated to by some idiot in the personnel department.,俺は人事課の馬鹿野郎にあごで指図されるつもりはない。
perspective,視点；遠近法,名詞,You should always keep a broad perspective on the work you do.,いつもワイドな視野を持って、仕事をしなさい。
persuade,説得する,動詞,It is no use your trying to persuade him.,君が彼を説得しようとしても無駄である。
phase,段階,名詞,We are entering a new phase in the war.,我々は戦争の新しい段階に突入しつつある。
phenomenon,現象,名詞,The phenomenon of interest is in itself， a most interesting subject.,興味という現象はそれ自体、きわめて興味深い問題である。
philosophy,哲学,名詞,Your philosophy of life varies from mine.,君の人生観は僕のと違っているね。
phrase,言い回し；語句,名詞,The phrase is meant to insult people.,その文句は、人を侮辱するためのものだ。
pilot,飛行士；パイロット，操縦する；導く,名詞,A moment's hesitation may cost a pilot his life.,一瞬躊躇すればパイロットは命も落としかねない。
platform,プラットフォーム；台,名詞,Which is the platform for the London train?,ロンドン行きの列車のプラットホームはどちらですか。
plot,企み；陰謀，たくらむ,動詞,Their plot to start a fire was discovered by the police.,火事を起こすという彼らの陰謀は警察に発見された。
poll,投票；世論調査,名詞,The opinion poll was based on a random sample of adults.,その世論調査は無作為に選ばれた成人に基づいてなされた。
portion,（全体から分割された）部分,名詞,Tom got a small portion of pie.,トムはパイを少しもらった。
portrait,肖像,名詞,Bob mounted the portrait in a fancy frame， but it was upside down.,ボブは装飾された額にその肖像画を収めたけれど、上下さかさまだった。
pose,姿勢；ポーズ，ポーズをとる,動詞,Examinations pose a big problem.,試験は大きな問題を提起する。
potential,可能性，潜在的な,形容詞,Education aims to develop potential abilities.,教育は潜在する能力の開発をめざすものだ。
potentially,潜在的に,副詞,Our words are potentially ambiguous.,私たちの話す言葉は潜在的にあいまいである。
poverty,貧困,名詞,No poverty can catch up with industry.,稼ぐに追いつく貧乏なし。
praise,称賛，称賛する,動詞,Why do American parents praise their children?,なぜアメリカ人の両親は自分の子供を誉めるのか。
precise,精密な；正確な,形容詞,Above all， logic requires precise definitions.,とりわけ、論理学には正確な定義が要求される。
precisely,正確に,副詞,But the person in charge is there precisely to take responsibility.,責任者は責任を取る為にいるんですもの。
predict,予測する,動詞,We cannot really predict anything.,我々は本当に何も予言できはしない。
premise,前提；土地；建物,名詞,You ought to think over whether the premise is valid or not.,その前提が妥当かどうかよく考えるべきだ。
presence,出席,名詞,He was still as still in the presence of danger.,危険に直面しても彼は全く冷静であった。
preserve,保存する,動詞,We must preserve our peaceful constitution.,我々は平和憲法を守らなければならない。
primarily,主に,副詞,This dictionary is primarily intended for high school students.,この辞書は高校生を対象としたものです。
primary,主要な；第一位の,形容詞,The primary aim of science is to find truth， new truth.,科学の第一の目的は、心理を、新しい真理を発見することである。
principal,主要な,形容詞,Mr Hunt is principal of our school.,ハント先生が私たちの学校の校長だ。
principle,原理；原則,名詞,What is the principle reason for going to school?,学校に行く主な理由は何ですか。
prior,前の; 優先する,形容詞,This happened prior to receiving your letter.,君の手紙を受け取る前にこの事は起こった。
priority,優先順位,名詞,This duty has priority over all others.,この任務はすべての任務に優先する。
privilege,特権；特典,名詞,We give foreign tourists the privilege of tax exemption.,外国人旅行者には免税の特権がある。
prize,賞品,名詞,They awarded her first prize at the flower show.,花の展示会で、彼らは彼女に１等賞を与えた。
procedure,手順,名詞,What is the procedure for getting a visa?,ビザを入手する手続きはどうしたらいいですか。
proceed,続ける；実施する,動詞,Let's proceed with the items on the agenda.,議題に上っている項目（の議論）を続けましょう。
profile,紹介；プロフィール，概略を書く；人物評を書く,名詞,The paper published a profile of its new editor.,その新聞は新しい主筆のプロフィールを載せた。
profit,利益を得る,動詞,We shared the profit among us all.,我々は全員で利益を分け合った。
promote,推進する；促進する；奨励する,動詞,We must promote commerce with neighboring countries.,我が国は近隣諸国との貿易を促進せねばならない。
promotion,促進；販売促進,名詞,Science and art must contribute to the promotion of human welfare.,科学と芸術は人類の幸福の増進に貢献しなければならない。
prompt,刺激する；促す，刺激；促進,動詞,Your prompt reply is urgently required.,あなたの迅速な返事が是非とも必要です。
proof,証拠；証明,名詞,We have absolute proof that smoking is bad for your health.,喫煙が健康に悪いと言う確固たる証拠がある。
proportion,割合,名詞,You will progress in proportion to your abilities.,君は能力にしたがって上達する。
prospect,見込み；可能性,名詞,The prospect of famine hangs over many areas of the world.,飢饉の見通しが世界の多くの地域に迫っている。
protein,タンパク質,名詞,Are eggs a good source of protein?,卵にはタンパク質が豊富に含まれているんですか？
province,州；省；領域,名詞,The province supplies its neighbors with various raw materials.,その州は周辺にさまざまな原料を供給している。
provision,規定；条項；条件,名詞,There was a provision in his will for his mistress.,彼の遺言書には愛人を相続人とした条項が存在する。
psychological,心理的な,形容詞,It is the psychological moment to let the cat out of the bag.,秘密をばくろするのは、心理的に最も効果のある時である。
publication,発表；出版,名詞,Publication of this month's issue will probably be delayed one week.,今月号の発行は１週間遅れるだろう。
publisher,出版社,名詞,The editor and the publisher are both my cousins.,その編集者と発行者はふたりとも私のいとこです。
pupil,児童；生徒,名詞,A teacher should never make fun of a pupil who makes a mistake.,教師は、間違いをする生徒を決してからかってはならない。
pursue,追求する,動詞,Students often pursue their teacher with questions.,学生はしばしば先生を質問攻めにする。
quantity,量,名詞,In general， consumers prefer quantity to quality.,一般的に、消費者は質よりも量を選ぶ。
racial,人種の,形容詞,We shall continue our efforts to eradicate racial discrimination.,我々は人種差別を完全に無くす努力を必ず続けて行く。
radical,抜本的な；急進的な,形容詞,His argument is more radical than yours.,君の議論に比べて彼の議論はもっと急進的だ。
rail,鉄道；レール,名詞,The cost of the air fare is higher than of the rail fare.,航空料金の方が鉄道料金より高い。
random,無作為の,形容詞,The opinion poll was based on a random sample of adults.,その世論調査は無作為に選ばれた成人に基づいてなされた。
rank,階級；地位，順位付けする,動詞,The hierarchy of rank has long been fixed.,階級組織は長い間固定されてきた。
ratio,比率,名詞,golden ratio,黄金比
raw,生の；未加工の,形容詞,Can you eat raw oysters?,君は生のカキは食べれますか。
rear,育てる,動詞,I rear cattle.,家畜を飼育する。
recognition,認識,名詞,I was surprised at her immediate recognition of me.,私であることが彼女にすぐに分かったのには驚いた。
recruit,採用する；募集する，新入社員,動詞,Hey， the new recruit this time seems really cute.,おい、今度の新人かわいいらしいぜ。
reflect,反映する；反射する,動詞,Please change your database to reflect the new address as follows.,貴社のデータベースにある私どもの住所を、下記新住所に変更してください。
reflection,反射；反響,名詞,A week's reflection led to a new plan.,一週間熟考した末に新しい計画を考えついた。
reform,改革する，改革；改良,動詞,We should reform this law.,この法律は改正すべきだ。
refugee,難民,名詞,The refugee crossed the line safely.,亡命者は無事に国境を越えた。
regret,後悔する，後悔,動詞,Sooner or later， you will regret your idleness.,君は遅かれ早かれ怠けていたことを後悔するよ。
regulate,規制する,動詞,Traffic lights are used to regulate traffic.,交通信号は交通の流れを規制するために使われている。
regulation,規制,名詞,The regulation was abolished， but then it was reenacted.,その規則は廃止されたが、しかしまた制定された。
reject,拒否する,動詞,I do not want to reject this claim.,この訴えを退けたくはない。
relative,親戚,名詞,Supply is relative to demand.,供給は需要に比例する。
relatively,比較的に；相対的に,副詞,The region is relatively rich in mineral resources.,その地域は鉱物資源が比較的豊かだ。
relevant,関連した,形容詞,Your question is not relevant to the subject.,君の質問は当面の話題とは関係がない。
religion,宗教,名詞,What religion do you believe in?,どんな宗教をあなたは信じていますか。
religious,宗教的な,形容詞,Full religious freedom is assured to all people.,完全な宗教の自由が万人に保証されている。
remote,（都会や文明から）遠い,形容詞,Living as I do in a remote village， I seldom have visitors.,なにぶんこんな辺ぴな村に住んでいるので、めったに客は来ない。
reputation,評判,名詞,In any industry a reputation can make or break people.,どんな業界でも評判次第で人は成功もすれば、失敗もします。
